attribute,mean,max,min
pattern_c73,0.4750386001029336,1.0,0.0
pubchem_f619,0.47606793618116316,1.0,0.0
pubchem_f372,0.48841996911991764,1.0,0.0
pubchem_f579,0.48481729284611425,1.0,0.0
pubchem_f585,0.48481729284611425,1.0,0.0
pubchem_f604,0.48481729284611425,1.0,0.0
pubchem_f678,0.48481729284611425,1.0,0.0
pubchem_f665,0.5290787442099846,1.0,0.0
ALogP,-0.6571819351518275,12.5643,-28.3519
pubchem_f371,0.5007720020586721,1.0,0.0
pubchem_f471,0.4873906330416881,1.0,0.0
pattern_c71,0.4873906330416881,1.0,0.0
pubchem_f521,0.4873906330416881,1.0,0.0
pubchem_f553,0.4873906330416881,1.0,0.0
pubchem_f565,0.532681420483788,1.0,0.0
pubchem_f635,0.489963973237262,1.0,0.0
pubchem_f669,0.489963973237262,1.0,0.0
pubchem_f571,0.4981986618630983,1.0,0.0
pubchem_f596,0.4935666495110654,1.0,0.0
pubchem_f609,0.4935666495110654,1.0,0.0
nAtomP,7.731857951621202,34.0,0.0
pattern_c77,0.4611425630468348,1.0,0.0
nHBDon,2.6762738033968088,34.0,0.0
pattern_c76,0.45856922285126095,1.0,0.0
apol,60.31796910344827,366.140291,1.468793
pubchem_f256,0.534740092640247,1.0,0.0
pubchem_f385,0.5203293875450334,1.0,0.0
aromatic,0.5352547606793618,1.0,0.0
maccs_k162,0.5352547606793618,1.0,0.0
pattern_c75,0.5208440555841483,1.0,0.0
ATSm4,52.56658392331438,378.682984,0.0
pubchem_f356,0.5290787442099846,1.0,0.0
TopoPSA,98.7252238805969,965.2,0.0
meta_substituted_ring,0.4945959855892949,1.0,0.0
MW,379.9551289598557,2446.198955,17.00274
ATSm5,50.31195697941329,407.642377,0.0
ATSm2,32.672087246011365,201.24035,0.0
pubchem_f357,0.4364384971693258,1.0,0.0
ortho_substituted_ring,0.4889346371590324,1.0,0.0
maccs_322_035,0.5501801338136901,1.0,0.0
XLogP,2.4020627895007713,23.399,-19.634
maccs_322_015,0.49202264539372104,1.0,0.0
maccs_k144,0.49202264539372104,1.0,0.0
para_substituted_ring,0.4997426659804426,1.0,0.0
pattern_c44,0.4781266083376222,1.0,0.0
pubchem_f517,0.588780236747298,1.0,0.0
MLogP,2.8914153371075653,7.4,-2.06
pattern_c69,0.4060730828615543,1.0,0.0
AMR,99.00820895522381,512.0106,0.0
pattern_c80,0.37261966031909416,1.0,0.0
pattern_c81,0.3787956767884714,1.0,0.0
pattern_c83,0.373134328358209,1.0,0.0
maccs_k107,0.13896037056098817,1.0,0.0
pattern_c68,0.330416881111683,1.0,0.0
aryl halide,0.09727225939269171,1.0,0.0
bpol,37.53819147297991,247.965709,0.0
pattern_c67,0.4189397838394236,1.0,0.0
pattern_c79,0.3777663407102419,1.0,0.0
ATSm3,47.26650869274317,298.747967,0.0
pattern_c82,0.36284096757591355,1.0,0.0
organohalide,0.14204837879567678,1.0,0.0
pattern_c13,0.14204837879567678,1.0,0.0
pattern_c78,0.34071024189397836,1.0,0.0
pattern_c72,0.39989706639217704,1.0,0.0
pattern_c70,0.3422542460113227,1.0,0.0
pubchem_f258,0.32578486875965,1.0,0.0
halide,0.1435923829130211,1.0,0.0
maccs_k134,0.1435923829130211,1.0,0.0
pattern_c74,0.3834276891405044,1.0,0.0
maccs_k054,0.25424601132269686,1.0,0.0
maccs_k087,0.10138960370560988,1.0,0.0
nB,28.099845599588285,176.0,0.0
maccs_k125,0.3283582089552239,1.0,0.0
pubchem_f592,0.07668553782810088,1.0,0.0
pubchem_f551,0.07771487390633042,1.0,0.0
secondary alcohol,0.3000514668039115,1.0,0.0
pubchem_f022,0.15337107565620176,1.0,0.0
pubchem_f340,0.37519300051466803,1.0,0.0
aliphatic alcohol,0.30159547092125577,1.0,0.0
pubchem_f343,0.09161091096242924,1.0,0.0
pubchem_f295,0.0957282552753474,1.0,0.0
pubchem_f038,0.09675759135357695,1.0,0.0
maccs_k103,0.09675759135357695,1.0,0.0
pattern_c111,0.27020072053525473,1.0,0.0
ATSc1,0.670655905301081,7.011197,0.0
pubchem_f572,0.3319608852290273,1.0,0.0
sugar_pattern_1,0.13535769428718478,1.0,0.0
pubchem_f599,0.06948018528049409,1.0,0.0
pubchem_f435,0.7143592382913021,1.0,0.0
pubchem_f502,0.07050952135872363,1.0,0.0
pubchem_f363,0.07050952135872363,1.0,0.0
nHBAcc,6.104477611940296,60.0,0.0
maccs_322_051,0.3355635615028307,1.0,0.0
pubchem_f679,0.7076685537828101,1.0,0.0
pubchem_f661,0.7076685537828101,1.0,0.0
pubchem_f525,0.7174472465259908,1.0,0.0
pubchem_f634,0.2465259907359753,1.0,0.0
benzene,0.30416881111682964,1.0,0.0
phenoxide_para_subs,0.30416881111682964,1.0,0.0
unfused_benzene,0.30416881111682964,1.0,0.0
maccs_322_028,0.6438497169325785,1.0,0.0
pattern_c88,0.6438497169325785,1.0,0.0
pubchem_f504,0.06536284096757591,1.0,0.0
sugar_pattern_2,0.11734431291816778,1.0,0.0
maccs_k086,0.1914565105506948,1.0,0.0
pattern_c305,0.06330416881111683,1.0,0.0
pubchem_f021,0.3906330416881112,1.0,0.0
maccs_k140,0.3906330416881112,1.0,0.0
ALogp2,16.99008440761708,803.830234,0.0
pubchem_f611,0.12815234173957799,1.0,0.0
pubchem_f664,0.22645393721049922,1.0,0.0
pubchem_f014,0.1276376737004632,1.0,0.0
hexoside,0.0905815748841997,1.0,0.0
pubchem_f608,0.30262480699948535,1.0,0.0
pubchem_f004,0.251672671127123,1.0,0.0
pubchem_f840,0.11065362840967576,1.0,0.0
ATSc3,-0.05633372310859498,2.779294,-2.440778
pubchem_f447,0.7488419969119917,1.0,0.0
pubchem_f682,0.23314462171899125,1.0,0.0
pattern_c104,0.26711271230056616,1.0,0.0
pubchem_f618,0.5187853834276891,1.0,0.0
edg,0.3175501801338137,1.0,0.0
maccs_k053,0.23005661348430262,1.0,0.0
pattern_c98,0.2547606793618116,1.0,0.0
acetal,0.12197632527020072,1.0,0.0
sugar_pattern_combi,0.1065362840967576,1.0,0.0
pubchem_f600,0.7200205867215645,1.0,0.0
pattern_c102,0.25681935151827073,1.0,0.0
pubchem_f662,0.1451363870303654,1.0,0.0
pubchem_f601,0.20277920741121977,1.0,0.0
pattern_c112,0.1559444158517756,1.0,0.0
pubchem_f641,0.7318579516212044,1.0,0.0
nRotB,7.422542460113229,81.0,0.0
pubchem_f348,0.11682964487905301,1.0,0.0
pattern_c109,0.28152341739577974,1.0,0.0
ATSc2,-0.30288310808028773,0.005913,-3.619953
maccs_k131,0.4498198661863098,1.0,0.0
maccs_k132,0.5692228512609367,1.0,0.0
pubchem_f557,0.7447246525990736,1.0,0.0
pubchem_f491,0.7447246525990736,1.0,0.0
pubchem_f368,0.1276376737004632,1.0,0.0
maccs_322_013,0.2290272774060731,1.0,0.0
tertiary aliph amine,0.1116829644879053,1.0,0.0
sugar_pattern_2_beta,0.0761708697889861,1.0,0.0
maccs_k139,0.5589294904786413,1.0,0.0
pubchem_f309,0.5589294904786413,1.0,0.0
pubchem_f564,0.14668039114770973,1.0,0.0
pubchem_f629,0.25681935151827073,1.0,0.0
steroid,0.07308286155429748,1.0,0.0
pubchem_f550,0.27946474523932063,1.0,0.0
pubchem_f666,0.2125579001544004,1.0,0.0
pubchem_f861,0.13175501801338138,1.0,0.0
poly_sugar_1,0.06999485331960885,1.0,0.0
pattern_c96,0.2254246011322697,1.0,0.0
pattern_c26,0.12609366958311888,1.0,0.0
pubchem_f640,0.2835820895522388,1.0,0.0
maccs_322_259,0.2676273803396809,1.0,0.0
pubchem_f145,0.1291816778178075,1.0,0.0
phenylhalide_ortho_subs,0.05764282038085435,1.0,0.0
ATSc4,0.04624536901698404,2.436468,-3.204807
pattern_c34,0.6376737004632013,1.0,0.0
maccs_322_034,0.6376737004632013,1.0,0.0
pattern_c89,0.6376737004632013,1.0,0.0
poly_sugar_2,0.06793618116314977,1.0,0.0
halobenzene,0.06536284096757591,1.0,0.0
hydroxyl,0.5481214616572311,1.0,0.0
pubchem_f407,0.5481214616572311,1.0,0.0
pubchem_f023,0.06690684508492023,1.0,0.0
pattern_c101,0.24909933093154915,1.0,0.0
maccs_k072,0.3031394750386001,1.0,0.0
primary alcohol,0.14822439526505404,1.0,0.0
pubchem_f179,0.7524446731857951,1.0,0.0
pubchem_f180,0.6103962943901183,1.0,0.0
phenylhalide_para_subs,0.06278950077200206,1.0,0.0
pattern_c137,0.05198147195059187,1.0,0.0
pattern_c97,0.23005661348430262,1.0,0.0
pattern_c100,0.23005661348430262,1.0,0.0
pubchem_f465,0.2892434379825013,1.0,0.0
pubchem_f347,0.5306227483273289,1.0,0.0
pattern_c103,0.2527020072053526,1.0,0.0
pubchem_f442,0.7812660833762224,1.0,0.0
pubchem_f656,0.3067421513124035,1.0,0.0
maccs_322_044,0.6654657745753989,1.0,0.0
pubchem_f687,0.15388574369531652,1.0,0.0
pubchem_f578,0.11374163664436439,1.0,0.0
pubchem_f431,0.6016469377251673,1.0,0.0
pattern_c6,0.25064333504889347,1.0,0.0
pattern_c113,0.10962429233144622,1.0,0.0
pattern_c99,0.2444673185795162,1.0,0.0
pubchem_f547,0.18888317035512095,1.0,0.0
pattern_c105,0.2552753474009264,1.0,0.0
phenylalkyl_para_subs,0.15131240349974268,1.0,0.0
sugar_pattern_2_alpha,0.08131755018013381,1.0,0.0
nAcid,0.41327843540916115,14.0,0.0
maccs_k090,0.45496654657745755,1.0,0.0
pubchem_f391,0.4750386001029336,1.0,0.0
pubchem_f417,0.78641276376737,1.0,0.0
pubchem_f568,0.27020072053525473,1.0,0.0
oxolane,0.0797735460627895,1.0,0.0
pattern_c138,0.04477611940298507,1.0,0.0
maccs_k163,0.7632527020072054,1.0,0.0
ring_of_size6,0.7632527020072054,1.0,0.0
maccs_k135,0.14925373134328357,1.0,0.0
maccs_k085,0.22799794132784354,1.0,0.0
pubchem_f392,0.22799794132784354,1.0,0.0
ATSc5,-0.045691467833247554,3.054225,-3.357506
maccs_k152,0.6402470406587751,1.0,0.0
pubchem_f342,0.6402470406587751,1.0,0.0
pubchem_f503,0.19402985074626866,1.0,0.0
maccs_k076,0.3468862583633556,1.0,0.0
pattern_c86,0.7745753988677303,1.0,0.0
maccs_322_027,0.7745753988677303,1.0,0.0
pattern_c65,0.12866700977869275,1.0,0.0
maccs_k126,0.7102418939783839,1.0,0.0
maccs_k093,0.2640247040658775,1.0,0.0
pubchem_f691,0.2928461142563047,1.0,0.0
pubchem_f286,0.5223880597014925,1.0,0.0
maccs_k148,0.49768399382398354,1.0,0.0
maccs_k100,0.276376737004632,1.0,0.0
pubchem_f039,0.033453422542460115,1.0,0.0
nitrogen_atom,0.5234173957797221,1.0,0.0
maccs_k161,0.5234173957797221,1.0,0.0
pubchem_f015,0.5234173957797221,1.0,0.0
pattern_c66,0.12712300566134843,1.0,0.0
112_trisubstituted_alkene,0.15028306742151312,1.0,0.0
ewg,0.10087493566649511,1.0,0.0
pattern_c35,0.35203293875450337,1.0,0.0
pattern_c85,0.35203293875450337,1.0,0.0
maccs_k156,0.5084920226453937,1.0,0.0
pubchem_f546,0.2480699948533196,1.0,0.0
maccs_k122,0.471950591868245,1.0,0.0
pubchem_f536,0.5645908389089037,1.0,0.0
pubchem_f663,0.23983530622748328,1.0,0.0
pubchem_f575,0.2923314462171899,1.0,0.0
maccs_k050,0.21564590838908904,1.0,0.0
pattern_c50,0.3000514668039115,1.0,0.0
pubchem_f751,0.013896037056098817,1.0,0.0
pubchem_f814,0.013896037056098817,1.0,0.0
maccs_k146,0.5383427689140504,1.0,0.0
carbonyl,0.5558414822439527,1.0,0.0
posionazable,0.1791044776119403,1.0,0.0
pubchem_f353,0.8548636129696345,1.0,0.0
pubchem_f189,0.1044776119402985,1.0,0.0
pubchem_f377,0.251672671127123,1.0,0.0
maccs_k026,0.08080288214101904,1.0,0.0
sat_carb_r6,0.2285126093669583,1.0,0.0
pattern_c110,0.07462686567164178,1.0,0.0
pubchem_f549,0.2959341224909933,1.0,0.0
pattern_c42,0.3175501801338137,1.0,0.0
pattern_c41,0.3175501801338137,1.0,0.0
alkenyl,0.3175501801338137,1.0,0.0
pattern_c116,0.06587750900669069,1.0,0.0
maccs_k099,0.35203293875450337,1.0,0.0
maccs_322_125,0.35203293875450337,1.0,0.0
cc_double_bond,0.35203293875450337,1.0,0.0
pubchem_f352,0.5156973751930005,1.0,0.0
pattern_c39,0.5156973751930005,1.0,0.0
pattern_c52,0.2326299536798765,1.0,0.0
pubchem_f781,0.020586721564590838,1.0,0.0
pubchem_f718,0.020586721564590838,1.0,0.0
maccs_322_017,0.5141533710756562,1.0,0.0
pubchem_f444,0.6217189912506433,1.0,0.0
pattern_c342,0.012352032938754504,1.0,0.0
pattern_c54,0.23468862583633557,1.0,0.0
alkyl carbamate,0.005661348430262481,1.0,0.0
maccs_k104,0.43540916109109623,1.0,0.0
pattern_c49,0.30519814719505917,1.0,0.0
maccs_322_050,0.19042717447246527,1.0,0.0
maccs_k158,0.48327328872876996,1.0,0.0
cn_single_bond,0.48327328872876996,1.0,0.0
pubchem_f701,0.20638188368502317,1.0,0.0
maccs_k057,0.3185795162120432,1.0,0.0
oxacycle,0.3185795162120432,1.0,0.0
pattern_c108,0.07771487390633042,1.0,0.0
pubchem_f615,0.39372104992279977,1.0,0.0
pattern_c48,0.39372104992279977,1.0,0.0
pubchem_f614,0.43540916109109623,1.0,0.0
pubchem_f450,0.2588780236747298,1.0,0.0
maccs_k082,0.251672671127123,1.0,0.0
pubchem_f541,0.417910447761194,1.0,0.0
pubchem_f638,0.7081832218219248,1.0,0.0
pubchem_f187,0.33093154915079775,1.0,0.0
pubchem_f702,0.25681935151827073,1.0,0.0
pubchem_f607,0.25579001544004115,1.0,0.0
pubchem_f652,0.25579001544004115,1.0,0.0
pubchem_f543,0.23983530622748328,1.0,0.0
pubchem_f658,0.22439526505404014,1.0,0.0
pubchem_f586,0.22439526505404014,1.0,0.0
pubchem_f367,0.6145136387030365,1.0,0.0
pubchem_f381,0.435923829130211,1.0,0.0
maccs_k123,0.435923829130211,1.0,0.0
pattern_c55,0.2305712815234174,1.0,0.0
pubchem_f196,0.05867215645908389,1.0,0.0
allylic alcohol,0.05867215645908389,1.0,0.0
maccs_322_061,0.7261966031909418,1.0,0.0
pubchem_f220,0.0195573854863613,1.0,0.0
pubchem_f383,0.24189397838394236,1.0,0.0
pattern_c139,0.03654143077714874,1.0,0.0
azacycle,0.30211013896037053,1.0,0.0
maccs_k121,0.30211013896037053,1.0,0.0
pubchem_f542,0.2588780236747298,1.0,0.0
maccs_k089,0.36644364384971695,1.0,0.0
phenolether_ortho_subs,0.0725681935151827,1.0,0.0
maccs_k113,0.2753474009264025,1.0,0.0
pattern_c2,0.09315491507977354,1.0,0.0
pattern_c16,0.2676273803396809,1.0,0.0
pubchem_f580,0.5208440555841483,1.0,0.0
pattern_c87,0.33710756562017496,1.0,0.0
maccs_322_060,0.4189397838394236,1.0,0.0
pubchem_f496,0.22799794132784354,1.0,0.0
aliphatic_chain_13,0.1399897066392177,1.0,0.0
pubchem_f627,0.19763252702007206,1.0,0.0
pubchem_f590,0.19763252702007206,1.0,0.0
pubchem_f566,0.19814719505918682,1.0,0.0
pubchem_f219,0.017498713329902212,1.0,0.0
pattern_c145,0.017498713329902212,1.0,0.0
pyridine,0.027277406073082863,1.0,0.0
_13-tautomerizable,0.613484302624807,1.0,0.0
pattern_c38,0.613484302624807,1.0,0.0
pubchem_f203,0.03602676273803397,1.0,0.0
pattern_c118,0.03602676273803397,1.0,0.0
thiophosphoric_acid_ester,0.003088008234688626,1.0,0.0
pubchem_f438,0.23108594956253217,1.0,0.0
pattern_c238,0.04220277920741122,1.0,0.0
pubchem_f538,0.11837364899639732,1.0,0.0
pubchem_f463,0.11837364899639732,1.0,0.0
pubchem_f739,0.02110138960370561,1.0,0.0
pubchem_f802,0.02110138960370561,1.0,0.0
pubchem_f605,0.2213072568193515,1.0,0.0
maccs_k059,0.04271744724652599,1.0,0.0
pubchem_f382,0.2820380854348945,1.0,0.0
peptide,0.034482758620689655,1.0,0.0
maccs_322_258,0.17601646937725168,1.0,0.0
pattern_c56,0.22799794132784354,1.0,0.0
pattern_c285,0.08749356664951106,1.0,0.0
pubchem_f657,0.38548636129696345,1.0,0.0
pubchem_f287,0.8677303139475039,1.0,0.0
alpha_beta-unsaturated_system,0.12454966546577458,1.0,0.0
pattern_c57,0.22954194544518786,1.0,0.0
pattern_c106,0.22954194544518786,1.0,0.0
pattern_c161,0.16263510036026763,1.0,0.0
ketone,0.15800308800823468,1.0,0.0
maccs_k129,0.5409161091096243,1.0,0.0
pattern_c58,0.2254246011322697,1.0,0.0
pubchem_f567,0.20483787956767885,1.0,0.0
pattern_c308,0.019042717447246525,1.0,0.0
pattern_c256,0.019042717447246525,1.0,0.0
pattern_c59,0.23108594956253217,1.0,0.0
pattern_c121,0.0159547092125579,1.0,0.0
pattern_c28,0.1487390633041688,1.0,0.0
alkylarylether,0.1487390633041688,1.0,0.0
pubchem_f499,0.2748327328872877,1.0,0.0
pattern_c95,0.10087493566649511,1.0,0.0
pattern_c53,0.2326299536798765,1.0,0.0
pattern_c51,0.2326299536798765,1.0,0.0
pubchem_f477,0.21152856407617088,1.0,0.0
pattern_c236,0.16006176016469378,1.0,0.0
pubchem_f681,0.6726711271230057,1.0,0.0
pubchem_f016,0.3278435409161091,1.0,0.0
maccs_k142,0.3278435409161091,1.0,0.0
co_single_bond,0.7606793618116315,1.0,0.0
maccs_k157,0.7606793618116315,1.0,0.0
pubchem_f593,0.4518785383427689,1.0,0.0
pattern_c201,0.002058672156459084,1.0,0.0
pattern_c91,0.1029336078229542,1.0,0.0
pubchem_f527,0.01080802882141019,1.0,0.0
phenolether_para_subs,0.07565620174987134,1.0,0.0
pattern_c147,0.008234688625836336,1.0,0.0
maccs_k091,0.45393721049922797,1.0,0.0
pattern_c334,0.016984045290787442,1.0,0.0
pubchem_f366,0.4534225424601132,1.0,0.0
pubchem_f677,0.013896037056098817,1.0,0.0
maccs_k128,0.5393721049922799,1.0,0.0
pubchem_f685,0.48327328872876996,1.0,0.0
maccs_k106,0.184251158003088,1.0,0.0
pubchem_f730,0.011322696860524962,1.0,0.0
pubchem_f793,0.011322696860524962,1.0,0.0
maccs_k023,0.011322696860524962,1.0,0.0
pattern_c224,0.001029336078229542,1.0,0.0
pattern_c319,0.017498713329902212,1.0,0.0
pattern_c10,0.14204837879567678,1.0,0.0
pubchem_f336,0.35254760679361813,1.0,0.0
pubchem_f389,0.027792074112197633,1.0,0.0
pattern_c94,0.05198147195059187,1.0,0.0
aryl_fluoride,0.024704065877509007,1.0,0.0
pubchem_f365,0.024704065877509007,1.0,0.0
pubchem_f144,0.39732372619660317,1.0,0.0
ring_of_size5,0.39732372619660317,1.0,0.0
maccs_k096,0.39732372619660317,1.0,0.0
maccs_k064,0.03602676273803397,1.0,0.0
pattern_c92,0.11116829644879053,1.0,0.0
pattern_c222,0.004117344312918168,1.0,0.0
pubchem_f711,0.662892434379825,1.0,0.0
fatty acyl,0.2321152856407617,1.0,0.0
pubchem_f684,0.4287184765826042,1.0,0.0
pubchem_f151,0.11477097272259393,1.0,0.0
pattern_c297,0.03242408646423057,1.0,0.0
pubchem_f441,0.3566649511065363,1.0,0.0
pubchem_f569,0.014925373134328358,1.0,0.0
maccs_k081,0.12146165723108594,1.0,0.0
pattern_c324,0.03654143077714874,1.0,0.0
acetal_like,0.056098816263510036,1.0,0.0
phenol ether,0.07514153371075656,1.0,0.0
pubchem_f642,0.37828100874935666,1.0,0.0
pubchem_f421,0.6448790530108081,1.0,0.0
maccs_k154,0.6387030365414308,1.0,0.0
cyclic,0.8311888831703551,1.0,0.0
maccs_k165,0.8311888831703551,1.0,0.0
maccs_k109,0.3262995367987648,1.0,0.0
primary_amino_azaheterocycle,0.025218733916623777,1.0,0.0
pubchem_f378,0.18991250643335048,1.0,0.0
maccs_k136,0.31806484817292846,1.0,0.0
maccs_322_127,0.5779722079258878,1.0,0.0
pubchem_f790,0.0025733401955738548,1.0,0.0
sulfonylurea,0.0025733401955738548,1.0,0.0
pubchem_f727,0.0025733401955738548,1.0,0.0
r5_1ht_sat,0.10190427174472465,1.0,0.0
pattern_c120,0.04632012352032939,1.0,0.0
pubchem_f610,0.0159547092125579,1.0,0.0
pubchem_f430,0.0159547092125579,1.0,0.0
pattern_c163,0.05918682449819866,1.0,0.0
pubchem_f210,0.024189397838394237,1.0,0.0
maccs_322_157,0.00977869274318065,1.0,0.0
diarylether,0.004632012352032939,1.0,0.0
maccs_322_029,0.38754503345342256,1.0,0.0
pattern_c84,0.38754503345342256,1.0,0.0
pubchem_f696,0.08337622233659289,1.0,0.0
pattern_c142,0.012866700977869275,1.0,0.0
maccs_322_137,0.02676273803396809,1.0,0.0
maccs_322_139,0.02676273803396809,1.0,0.0
maccs_k063,0.02676273803396809,1.0,0.0
pubchem_f433,0.2110138960370561,1.0,0.0
organophosphate,0.023674729799279464,1.0,0.0
maccs_k094,0.09675759135357695,1.0,0.0
pattern_c37,0.514668039114771,1.0,0.0
pubchem_f693,0.4204837879567679,1.0,0.0
pattern_c90,0.12146165723108594,1.0,0.0
pubchem_f660,0.18733916623777663,1.0,0.0
pattern_c241,0.02007205352547607,1.0,0.0
purine,0.022645393721049924,1.0,0.0
pattern_c29,0.14822439526505404,1.0,0.0
maccs_k062,0.15800308800823468,1.0,0.0
pubchem_f003,0.6320123520329387,1.0,0.0
2-N-linked ribose deriv.,0.02213072568193515,1.0,0.0
pubchem_f533,0.05249613998970664,1.0,0.0
maccs_k041,0.016984045290787442,1.0,0.0
nitrile,0.016984045290787442,1.0,0.0
maccs_322_191,0.016984045290787442,1.0,0.0
tetralin,0.016984045290787442,1.0,0.0
pattern_c40,0.016984045290787442,1.0,0.0
pubchem_f420,0.016984045290787442,1.0,0.0
pubchem_f186,0.5265054040144107,1.0,0.0
maccs_k084,0.11425630468347915,1.0,0.0
pubchem_f530,0.013896037056098817,1.0,0.0
maccs_k067,0.05764282038085435,1.0,0.0
pattern_c115,0.12197632527020072,1.0,0.0
maccs_322_257,0.564076170869789,1.0,0.0
maccs_k070,0.03242408646423057,1.0,0.0
pubchem_f756,0.08080288214101904,1.0,0.0
pattern_c93,0.12454966546577458,1.0,0.0
pubchem_f757,0.11477097272259393,1.0,0.0
pubchem_f710,0.6773031394750386,1.0,0.0
pattern_c209,0.003088008234688626,1.0,0.0
filter_bridged_rings_65_heterocyclic,0.05404014410705095,1.0,0.0
maccs_k108,0.47658260422027793,1.0,0.0
n_in_aromatic_6_ring,0.09109624292331446,1.0,0.0
pubchem_f214,0.03705609881626351,1.0,0.0
pattern_c247,0.025218733916623777,1.0,0.0
pubchem_f032,0.02007205352547607,1.0,0.0
maccs_322_045,0.06330416881111683,1.0,0.0
pubchem_f346,0.4204837879567679,1.0,0.0
maccs_k155,0.8327328872876995,1.0,0.0
maccs_k034,0.06793618116314977,1.0,0.0
pubchem_f798,0.24549665465774576,1.0,0.0
pattern_c167,0.041688111168296446,1.0,0.0
pubchem_f532,0.05918682449819866,1.0,0.0
maccs_k145,0.5316520844055584,1.0,0.0
filter_bridged_rings_55_heterocyclic,0.0195573854863613,1.0,0.0
filter_fused_rings_65_heterocyclic,0.244981986618631,1.0,0.0
pubchem_f034,0.13175501801338138,1.0,0.0
maccs_k088,0.13175501801338138,1.0,0.0
sulfur_atom,0.13175501801338138,1.0,0.0
pubchem_f822,0.10190427174472465,1.0,0.0
pubchem_f360,0.04734945959855893,1.0,0.0
pubchem_f705,0.3787956767884714,1.0,0.0
pubchem_f777,0.2233659289758106,1.0,0.0
pubchem_f835,0.005661348430262481,1.0,0.0
pubchem_f772,0.005661348430262481,1.0,0.0
pubchem_f373,0.08286155429747813,1.0,0.0
pattern_c165,0.05970149253731343,1.0,0.0
pubchem_f384,0.05970149253731343,1.0,0.0
maccs_k147,0.5892949047864128,1.0,0.0
maccs_k118,0.588780236747298,1.0,0.0
maccs_k095,0.2573340195573855,1.0,0.0
pubchem_f181,0.17961914565105508,1.0,0.0
pubchem_f577,0.1327843540916109,1.0,0.0
terminal_cc_bond,0.06639217704580545,1.0,0.0
pubchem_f841,0.056613484302624806,1.0,0.0
pattern_c21,0.06948018528049409,1.0,0.0
aliph_carboxylic,0.18528049408131755,1.0,0.0
maccs_k111,0.3422542460113227,1.0,0.0
pattern_c243,0.018013381369016986,1.0,0.0
phosphate monoester,0.018013381369016986,1.0,0.0
maccs_322_007,0.6685537828100875,1.0,0.0
pattern_c140,0.019042717447246525,1.0,0.0
maccs_k130,0.11940298507462686,1.0,0.0
pubchem_f424,0.03088008234688626,1.0,0.0
pubchem_f446,0.08492022645393721,1.0,0.0
pubchem_f862,0.055069480185280496,1.0,0.0
macrocycle_r12_r40,0.017498713329902212,1.0,0.0
pubchem_f449,0.04477611940298507,1.0,0.0
secondary carboxamide,0.12300566134843026,1.0,0.0
pattern_c19,0.12300566134843026,1.0,0.0
pubchem_f436,0.08543489449305199,1.0,0.0
pattern_c199,0.035512094698919194,1.0,0.0
pubchem_f158,0.016984045290787442,1.0,0.0
maccs_k075,0.2377766340710242,1.0,0.0
mixed_anhydride,0.016469377251672673,1.0,0.0
n-acyl-aliphatic alpha-amino-acid,0.016469377251672673,1.0,0.0
pubchem_f556,0.1791044776119403,1.0,0.0
carboxyl,0.20226453937210498,1.0,0.0
pubchem_f606,0.07153885743695317,1.0,0.0
pubchem_f736,0.12197632527020072,1.0,0.0
phenoxy_compound,0.12712300566134843,1.0,0.0
pubchem_f690,0.5990735975295934,1.0,0.0
maccs_k115,0.4837879567678847,1.0,0.0
pubchem_f148,0.0159547092125579,1.0,0.0
pubchem_f759,0.092125579001544,1.0,0.0
pubchem_f437,0.04220277920741122,1.0,0.0
pubchem_f260,0.12815234173957799,1.0,0.0
maccs_k133,0.18630983015954708,1.0,0.0
dialkylether,0.07874420998455996,1.0,0.0
pubchem_f200,0.14153371075656201,1.0,0.0
heteroaromatic,0.25321667524446734,1.0,0.0
guanidine,0.014925373134328358,1.0,0.0
pattern_c317,0.014925373134328358,1.0,0.0
pattern_c252,0.014925373134328358,1.0,0.0
lactone,0.06896551724137931,1.0,0.0
pubchem_f603,0.10190427174472465,1.0,0.0
4_hydroxyanilide,5.14668039114771E-4,1.0,0.0
pattern_c352,5.14668039114771E-4,1.0,0.0
benzo_14_diazepine,5.14668039114771E-4,1.0,0.0
pubchem_f349,5.14668039114771E-4,1.0,0.0
dibenzo_14_diazepine,5.14668039114771E-4,1.0,0.0
dibenzazepine,5.14668039114771E-4,1.0,0.0
pubchem_f152,0.013381369016984045,1.0,0.0
pattern_c175,0.012352032938754504,1.0,0.0
pattern_c174,0.011837364899639732,1.0,0.0
pubchem_f509,0.011837364899639732,1.0,0.0
2C8,0.0,0.0,0.0
